family_id,domain,title,layer_index,delta_type,comparison_prompt_type,delta_norm
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,0,true_pressure_delta,evidence_true_belief_pressure,0.1050204187631607
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,1,true_pressure_delta,evidence_true_belief_pressure,0.1960613876581192
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,2,true_pressure_delta,evidence_true_belief_pressure,0.32591214776039124
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,3,true_pressure_delta,evidence_true_belief_pressure,0.6326811909675598
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,4,true_pressure_delta,evidence_true_belief_pressure,0.8573228120803833
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,5,true_pressure_delta,evidence_true_belief_pressure,1.0344551801681519
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,6,true_pressure_delta,evidence_true_belief_pressure,1.3713288307189941
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,7,true_pressure_delta,evidence_true_belief_pressure,1.8930331468582153
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,8,true_pressure_delta,evidence_true_belief_pressure,2.5086405277252197
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,9,true_pressure_delta,evidence_true_belief_pressure,3.2407374382019043
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,10,true_pressure_delta,evidence_true_belief_pressure,3.75716495513916
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,11,true_pressure_delta,evidence_true_belief_pressure,3.6800179481506348
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,12,true_pressure_delta,evidence_true_belief_pressure,4.08259916305542
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,13,true_pressure_delta,evidence_true_belief_pressure,4.516196250915527
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,14,true_pressure_delta,evidence_true_belief_pressure,4.7701311111450195
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,15,true_pressure_delta,evidence_true_belief_pressure,5.459297180175781
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,16,true_pressure_delta,evidence_true_belief_pressure,5.683563709259033
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,17,true_pressure_delta,evidence_true_belief_pressure,7.520512104034424
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,18,true_pressure_delta,evidence_true_belief_pressure,9.198216438293457
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,19,true_pressure_delta,evidence_true_belief_pressure,12.43813705444336
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,20,true_pressure_delta,evidence_true_belief_pressure,17.303852081298828
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,21,true_pressure_delta,evidence_true_belief_pressure,21.28213119506836
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,22,true_pressure_delta,evidence_true_belief_pressure,24.232967376708984
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,23,true_pressure_delta,evidence_true_belief_pressure,29.62057876586914
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,24,true_pressure_delta,evidence_true_belief_pressure,35.76091384887695
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,25,true_pressure_delta,evidence_true_belief_pressure,35.47661209106445
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,26,true_pressure_delta,evidence_true_belief_pressure,38.273677825927734
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,27,true_pressure_delta,evidence_true_belief_pressure,41.61052703857422
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,28,true_pressure_delta,evidence_true_belief_pressure,43.183494567871094
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,29,true_pressure_delta,evidence_true_belief_pressure,45.541839599609375
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,30,true_pressure_delta,evidence_true_belief_pressure,49.079708099365234
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,31,true_pressure_delta,evidence_true_belief_pressure,53.84815216064453
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,32,true_pressure_delta,evidence_true_belief_pressure,61.495765686035156
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,33,true_pressure_delta,evidence_true_belief_pressure,68.52813720703125
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,34,true_pressure_delta,evidence_true_belief_pressure,81.08103942871094
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,35,true_pressure_delta,evidence_true_belief_pressure,36.85209274291992
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,0,distractor_delta,evidence_distractor_neutral,0.13988997042179108
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,1,distractor_delta,evidence_distractor_neutral,0.29544320702552795
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,2,distractor_delta,evidence_distractor_neutral,0.464691698551178
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,3,distractor_delta,evidence_distractor_neutral,0.57036292552948
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,4,distractor_delta,evidence_distractor_neutral,0.7342988848686218
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,5,distractor_delta,evidence_distractor_neutral,0.9913150072097778
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,6,distractor_delta,evidence_distractor_neutral,1.30168879032135
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,7,distractor_delta,evidence_distractor_neutral,1.611393690109253
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,8,distractor_delta,evidence_distractor_neutral,2.4435417652130127
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,9,distractor_delta,evidence_distractor_neutral,3.1773085594177246
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,10,distractor_delta,evidence_distractor_neutral,3.8428404331207275
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,11,distractor_delta,evidence_distractor_neutral,3.7350988388061523
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,12,distractor_delta,evidence_distractor_neutral,4.832977771759033
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,13,distractor_delta,evidence_distractor_neutral,5.188648700714111
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,14,distractor_delta,evidence_distractor_neutral,5.20855188369751
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,15,distractor_delta,evidence_distractor_neutral,5.278565406799316
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,16,distractor_delta,evidence_distractor_neutral,5.359952449798584
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,17,distractor_delta,evidence_distractor_neutral,6.036918640136719
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,18,distractor_delta,evidence_distractor_neutral,7.440319061279297
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,19,distractor_delta,evidence_distractor_neutral,9.144293785095215
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,20,distractor_delta,evidence_distractor_neutral,11.161894798278809
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,21,distractor_delta,evidence_distractor_neutral,13.885663032531738
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,22,distractor_delta,evidence_distractor_neutral,16.34941291809082
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,23,distractor_delta,evidence_distractor_neutral,18.99274444580078
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,24,distractor_delta,evidence_distractor_neutral,25.333942413330078
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,25,distractor_delta,evidence_distractor_neutral,25.72216033935547
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,26,distractor_delta,evidence_distractor_neutral,27.624332427978516
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,27,distractor_delta,evidence_distractor_neutral,29.713943481445312
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,28,distractor_delta,evidence_distractor_neutral,31.316070556640625
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,29,distractor_delta,evidence_distractor_neutral,33.2359733581543
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,30,distractor_delta,evidence_distractor_neutral,36.273319244384766
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,31,distractor_delta,evidence_distractor_neutral,40.21013259887695
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,32,distractor_delta,evidence_distractor_neutral,44.925926208496094
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,33,distractor_delta,evidence_distractor_neutral,50.54275131225586
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,34,distractor_delta,evidence_distractor_neutral,59.60110092163086
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,35,distractor_delta,evidence_distractor_neutral,26.973735809326172
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,0,closed_context_delta,closed_context_false_belief_pressure,0.13973402976989746
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,1,closed_context_delta,closed_context_false_belief_pressure,0.33003827929496765
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,2,closed_context_delta,closed_context_false_belief_pressure,0.6590810418128967
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,3,closed_context_delta,closed_context_false_belief_pressure,1.1492080688476562
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,4,closed_context_delta,closed_context_false_belief_pressure,1.3770824670791626
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,5,closed_context_delta,closed_context_false_belief_pressure,1.595666766166687
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,6,closed_context_delta,closed_context_false_belief_pressure,2.113983631134033
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,7,closed_context_delta,closed_context_false_belief_pressure,2.7211740016937256
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,8,closed_context_delta,closed_context_false_belief_pressure,3.7931995391845703
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,9,closed_context_delta,closed_context_false_belief_pressure,4.780118465423584
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,10,closed_context_delta,closed_context_false_belief_pressure,5.293309688568115
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,11,closed_context_delta,closed_context_false_belief_pressure,5.2659220695495605
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,12,closed_context_delta,closed_context_false_belief_pressure,6.52394437789917
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,13,closed_context_delta,closed_context_false_belief_pressure,7.404484748840332
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,14,closed_context_delta,closed_context_false_belief_pressure,7.495359897613525
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,15,closed_context_delta,closed_context_false_belief_pressure,8.402770042419434
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,16,closed_context_delta,closed_context_false_belief_pressure,8.377334594726562
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,17,closed_context_delta,closed_context_false_belief_pressure,9.437267303466797
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,18,closed_context_delta,closed_context_false_belief_pressure,11.536676406860352
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,19,closed_context_delta,closed_context_false_belief_pressure,13.695611000061035
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,20,closed_context_delta,closed_context_false_belief_pressure,17.249366760253906
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,21,closed_context_delta,closed_context_false_belief_pressure,20.770259857177734
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,22,closed_context_delta,closed_context_false_belief_pressure,24.161684036254883
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,23,closed_context_delta,closed_context_false_belief_pressure,30.871593475341797
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,24,closed_context_delta,closed_context_false_belief_pressure,35.44316864013672
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,25,closed_context_delta,closed_context_false_belief_pressure,35.88877487182617
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,26,closed_context_delta,closed_context_false_belief_pressure,37.269439697265625
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,27,closed_context_delta,closed_context_false_belief_pressure,40.29574966430664
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,28,closed_context_delta,closed_context_false_belief_pressure,42.4290657043457
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,29,closed_context_delta,closed_context_false_belief_pressure,44.80156707763672
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,30,closed_context_delta,closed_context_false_belief_pressure,48.73973083496094
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,31,closed_context_delta,closed_context_false_belief_pressure,53.47599411010742
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,32,closed_context_delta,closed_context_false_belief_pressure,61.173580169677734
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,33,closed_context_delta,closed_context_false_belief_pressure,70.09545135498047
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,34,closed_context_delta,closed_context_false_belief_pressure,85.24008178710938
academic_attendance_019,synthetic_academic_rules,Mock Attendance Rule,35,closed_context_delta,closed_context_false_belief_pressure,37.6343994140625
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,0,false_pressure_delta,evidence_false_belief_pressure,0.08243878930807114
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,1,false_pressure_delta,evidence_false_belief_pressure,0.18383987247943878
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,2,false_pressure_delta,evidence_false_belief_pressure,0.31320667266845703
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,3,false_pressure_delta,evidence_false_belief_pressure,0.5667914152145386
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,4,false_pressure_delta,evidence_false_belief_pressure,0.7393850088119507
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,5,false_pressure_delta,evidence_false_belief_pressure,0.8829388618469238
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,6,false_pressure_delta,evidence_false_belief_pressure,1.1490201950073242
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,7,false_pressure_delta,evidence_false_belief_pressure,1.6839200258255005
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,8,false_pressure_delta,evidence_false_belief_pressure,2.3238799571990967
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,9,false_pressure_delta,evidence_false_belief_pressure,3.1208243370056152
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,10,false_pressure_delta,evidence_false_belief_pressure,3.564884901046753
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,11,false_pressure_delta,evidence_false_belief_pressure,3.4928269386291504
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,12,false_pressure_delta,evidence_false_belief_pressure,3.8147339820861816
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,13,false_pressure_delta,evidence_false_belief_pressure,4.421840190887451
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,14,false_pressure_delta,evidence_false_belief_pressure,4.578123569488525
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,15,false_pressure_delta,evidence_false_belief_pressure,5.557361602783203
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,16,false_pressure_delta,evidence_false_belief_pressure,5.812211513519287
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,17,false_pressure_delta,evidence_false_belief_pressure,7.285037040710449
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,18,false_pressure_delta,evidence_false_belief_pressure,9.283625602722168
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,19,false_pressure_delta,evidence_false_belief_pressure,11.70347785949707
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,20,false_pressure_delta,evidence_false_belief_pressure,16.419721603393555
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,21,false_pressure_delta,evidence_false_belief_pressure,18.586641311645508
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,22,false_pressure_delta,evidence_false_belief_pressure,19.696468353271484
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,23,false_pressure_delta,evidence_false_belief_pressure,22.726518630981445
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,24,false_pressure_delta,evidence_false_belief_pressure,28.223583221435547
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,25,false_pressure_delta,evidence_false_belief_pressure,27.491121292114258
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,26,false_pressure_delta,evidence_false_belief_pressure,30.60540008544922
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,27,false_pressure_delta,evidence_false_belief_pressure,33.3845100402832
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,28,false_pressure_delta,evidence_false_belief_pressure,36.49891662597656
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,29,false_pressure_delta,evidence_false_belief_pressure,38.4215202331543
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,30,false_pressure_delta,evidence_false_belief_pressure,42.4277458190918
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,31,false_pressure_delta,evidence_false_belief_pressure,48.200416564941406
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,32,false_pressure_delta,evidence_false_belief_pressure,55.54631423950195
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,33,false_pressure_delta,evidence_false_belief_pressure,63.03573226928711
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,34,false_pressure_delta,evidence_false_belief_pressure,79.27034759521484
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,35,false_pressure_delta,evidence_false_belief_pressure,34.38212585449219
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,0,emotional_pressure_delta,evidence_emotional_pressure,0.09494055062532425
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,1,emotional_pressure_delta,evidence_emotional_pressure,0.1704649180173874
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,2,emotional_pressure_delta,evidence_emotional_pressure,0.3239595592021942
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,3,emotional_pressure_delta,evidence_emotional_pressure,0.553970217704773
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,4,emotional_pressure_delta,evidence_emotional_pressure,0.730964183807373
academic_grading_018,synthetic_academic_rules,Mock Grading Policy,5,emotional_pressure_delta,evidence_emotional_pressure,1.0127935409545898
