layer_index,layer_bucket,cosine_pair,left_delta_type,right_delta_type,n_families,mean_cosine,median_cosine,std_cosine,min_cosine,max_cosine
4,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.923061266541481,0.9271837472915649,0.03800350866460796,0.7459056377410889,0.9701473712921143
4,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.8256469170252482,0.8350754380226135,0.035032361771397305,0.7076997756958008,0.879729151725769
4,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.3738795527153545,0.3813600242137909,0.08275913138307002,0.18589261174201965,0.5167085528373718
4,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.219078596526136,0.23784275352954865,0.08246061213496753,0.016730478033423424,0.3600406348705292
4,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.27732293659614193,0.2811730206012726,0.07613280853110291,0.11651521176099777,0.4274381399154663
4,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.2277294376658069,0.24241134524345398,0.09316638958104759,0.016551807522773743,0.4077795445919037
4,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2621031709843212,0.2676532119512558,0.07421547884183759,0.08809258788824081,0.39071354269981384
5,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.921314376923773,0.9213339686393738,0.03212168428422266,0.8164129853248596,0.9664778113365173
5,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.8085166613260905,0.8160866796970367,0.04503935800817051,0.6505529284477234,0.8630872368812561
5,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.4320869669318199,0.44032272696495056,0.07128784333898469,0.27034324407577515,0.5524650812149048
5,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3253972778717677,0.3285335898399353,0.061427962371899965,0.17376209795475006,0.44930699467658997
5,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.2976939475370778,0.28524982929229736,0.06879208680045214,0.17413529753684998,0.4473513960838318
5,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.30969011493855053,0.30552639067173004,0.06441117190276549,0.189175546169281,0.47302648425102234
5,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.291901854177316,0.30449146032333374,0.07025364687326376,0.14986072480678558,0.44213253259658813
6,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9224757187896304,0.9230326116085052,0.035326838476882894,0.8503912687301636,0.9726483821868896
6,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.8001673387156593,0.8110615909099579,0.053014025296097805,0.6403300166130066,0.8920578360557556
6,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.45132363256480956,0.4542332589626312,0.06429826104317325,0.29233139753341675,0.5764097571372986
6,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3460622914135456,0.3434997648000717,0.07060607687454773,0.2276538759469986,0.5551508665084839
6,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.29857610124680733,0.28721190989017487,0.07806883726195013,0.1636223942041397,0.49286866188049316
6,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.39546895192729103,0.38988812267780304,0.06229328258180516,0.2864687740802765,0.5582347512245178
6,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2591553752621015,0.27124646306037903,0.07972449013313712,0.08439607918262482,0.4430178701877594
7,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9312906314929327,0.9335003197193146,0.029431322729717747,0.8529692888259888,0.9737854599952698
7,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.778689025176896,0.7856210470199585,0.0452780107417695,0.636493444442749,0.8619503974914551
7,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.526099960009257,0.529261976480484,0.05621048188825261,0.4083532392978668,0.635427713394165
7,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3000739345120059,0.30017028748989105,0.08061974654136504,0.15309938788414001,0.5228525400161743
7,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.32640187649263275,0.3030783385038376,0.07229106336289877,0.22749173641204834,0.5288819074630737
7,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.38995250148905647,0.3891884386539459,0.0593583626076457,0.2801518738269806,0.5522474646568298
7,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.16821181433947963,0.1792219951748848,0.09618864796143717,-0.03769759461283684,0.392414927482605
8,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9357352356115977,0.9353252053260803,0.024610861553883295,0.879389762878418,0.9730027914047241
8,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7476136932770411,0.7570629715919495,0.04341044299676285,0.5940311551094055,0.8112758994102478
8,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.5466514925161997,0.5523369312286377,0.049570527898564296,0.44490373134613037,0.6182394623756409
8,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.18866530226336586,0.18264974653720856,0.06635875967536049,0.08455107361078262,0.40181559324264526
8,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.3555438092185391,0.3465764820575714,0.05772437456952001,0.24715013802051544,0.48739343881607056
8,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.3380330225659741,0.34308964014053345,0.05894999842518509,0.23252730071544647,0.49710798263549805
8,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.1088197341046503,0.11010058969259262,0.08054674447503447,-0.07142043113708496,0.2997788190841675
9,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.950453014837371,0.947797566652298,0.017216354456519433,0.9139653444290161,0.9793133735656738
9,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7312316116359499,0.7406326830387115,0.03521651403112032,0.6327103972434998,0.7890399694442749
9,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6383344034353892,0.6339337825775146,0.034024829589589,0.5703170299530029,0.7019715309143066
9,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3518190292848481,0.3465217500925064,0.04094912780139926,0.251730352640152,0.4478661119937897
9,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.4174931761291292,0.4215880036354065,0.04700051048127778,0.3237069249153137,0.5028804540634155
9,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4686167761683464,0.4687564820051193,0.03214811673542841,0.3630857467651367,0.5427749156951904
9,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2293306744347016,0.2331918403506279,0.04860927316587646,0.07621701806783676,0.309417724609375
10,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9550164606836107,0.9556971192359924,0.014550934760599196,0.9287631511688232,0.9811882376670837
10,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6859313249588013,0.6835013628005981,0.041025609052846995,0.6039378046989441,0.7797603607177734
10,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7023957057131661,0.6989702582359314,0.03006364790401515,0.6456233263015747,0.7674672603607178
10,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.19093442397813,0.1855207234621048,0.0433629245820097,0.1220024898648262,0.29430219531059265
10,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.41499315367804634,0.41856957972049713,0.051529011219255634,0.2894388437271118,0.5233383774757385
10,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4075741155280007,0.41373734176158905,0.03754868622253203,0.33096182346343994,0.47913146018981934
10,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.010831670298810221,0.008989494992420077,0.04439248279563771,-0.08368780463933945,0.09491240978240967
11,early,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9563698801729414,0.9580625295639038,0.015305669799656994,0.9264727234840393,0.9832149744033813
11,early,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7089730550845464,0.7038982808589935,0.039667624775543614,0.619425892829895,0.8022670745849609
11,early,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6778833948903613,0.6765912473201752,0.03798479085987452,0.60824054479599,0.7600350975990295
11,early,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.1952406774378485,0.19236403703689575,0.050548030327378805,0.10447537153959274,0.3046187460422516
11,early,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.40506301406357026,0.40011224150657654,0.05677109682084087,0.28138506412506104,0.5401478409767151
11,early,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.38159892459710437,0.3893689960241318,0.04145519980879952,0.2660054564476013,0.44531047344207764
11,early,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.015448633232153952,0.016865499783307314,0.04348680232184571,-0.09919385612010956,0.11300264298915863
12,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9397438218196233,0.9440058469772339,0.02069303942414248,0.8865211606025696,0.9704568982124329
12,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6844634529617097,0.6817099452018738,0.04290967416168506,0.5852890014648438,0.7864213585853577
12,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6587358795934253,0.6567470729351044,0.04590181749364081,0.5689899325370789,0.7629114985466003
12,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.14865946252312925,0.1427103951573372,0.061176160488752324,0.019843604415655136,0.27977848052978516
12,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.37001324196656543,0.3773168921470642,0.05200465908890325,0.2705455422401428,0.4736068546772003
12,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.36683393600914216,0.3695659190416336,0.04265166696069469,0.25097042322158813,0.42812833189964294
12,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,-0.04749775346782473,-0.04166180640459061,0.054533695166585974,-0.18618325889110565,0.0631227195262909
13,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9403402788771523,0.942648857831955,0.01875295153811635,0.8893492817878723,0.9728391766548157
13,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6869580497344335,0.684127002954483,0.040605605175397186,0.59049391746521,0.7774039506912231
13,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6955423785580529,0.6937519907951355,0.03926345281806703,0.6207876205444336,0.8025791645050049
13,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.17592201857931083,0.17393579334020615,0.05423702343083122,0.06517816334962845,0.3032693564891815
13,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.43199262188540566,0.4341130703687668,0.046694529512863174,0.31153902411460876,0.5297443866729736
13,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.38601354095670914,0.39270803332328796,0.03455250216498931,0.2991088032722473,0.4402284324169159
13,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.019047427223995328,0.02339171338826418,0.04790474052451971,-0.0831146240234375,0.12775114178657532
14,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9224201871289147,0.9227376878261566,0.018711271249547544,0.8784258961677551,0.9572622179985046
14,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6974871390395694,0.6947185397148132,0.04625160612164795,0.6125937700271606,0.7969569563865662
14,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6865411748488744,0.6857696771621704,0.043272265527281945,0.6122261881828308,0.8132579326629639
14,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.20391505087415376,0.19989325106143951,0.0532059852588484,0.10108446329832077,0.3070647418498993
14,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.467724724776215,0.476333424448967,0.04491339669843041,0.326160192489624,0.559283971786499
14,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.38046876506672966,0.38409724831581116,0.031046091828889233,0.31289586424827576,0.4378390908241272
14,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.09088625324269135,0.09444955363869667,0.04024503532857737,0.01158921793103218,0.1644444763660431
15,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9232491155465444,0.9249618053436279,0.01504760539203039,0.8970633745193481,0.9508853554725647
15,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6653638084729513,0.6658828854560852,0.04262971610859148,0.5715648531913757,0.746640682220459
15,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7303051286273532,0.7260848581790924,0.037307552869588805,0.6789387464523315,0.8451645970344543
15,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.26061319352851975,0.26895633339881897,0.0559958509354511,0.1454697847366333,0.36395207047462463
15,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.49644962284300065,0.5070661306381226,0.04299076659627751,0.3799790143966675,0.5827212929725647
15,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.40386226938830483,0.40110044181346893,0.028453459585552468,0.3592551648616791,0.4555445909500122
15,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.18651534823907745,0.18849777430295944,0.037749664753321165,0.09957481920719147,0.26029565930366516
16,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9112748851378759,0.9161666929721832,0.018763329795540285,0.8623043894767761,0.9438779950141907
16,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6206223666667938,0.6199211478233337,0.04151759069944274,0.5237770676612854,0.7089955806732178
16,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.6838318539990319,0.6848714053630829,0.030190867040146837,0.6328110098838806,0.7792732119560242
16,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.24244092218577862,0.2464432492852211,0.06472872698616332,0.07600169628858566,0.3835987448692322
16,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.48886339283651775,0.4946821928024292,0.04058835883420938,0.370926171541214,0.5584699511528015
16,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.37955426838662887,0.3795025646686554,0.02034048137905215,0.33692502975463867,0.4219205677509308
16,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.20971675838033357,0.2132951021194458,0.041860463422385606,0.10168267786502838,0.31036311388015747
17,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.9079950567748811,0.9048738479614258,0.01770329197988637,0.8677693009376526,0.9476081728935242
17,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7026645508077409,0.7031295895576477,0.03421441448244601,0.6116348505020142,0.7687811851501465
17,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.749569469028049,0.7467188835144043,0.027880959118475334,0.6913965940475464,0.8096847534179688
17,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.2846510062615077,0.28392279148101807,0.06296180684619003,0.10135957598686218,0.42902225255966187
17,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5893272815479172,0.5895636677742004,0.03562841660983105,0.47660914063453674,0.6527968645095825
17,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.39084766805171967,0.38649100065231323,0.023453582231958595,0.35593703389167786,0.4536944329738617
17,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2584463804960251,0.2575221359729767,0.04195141976996426,0.16701482236385345,0.3700520098209381
18,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.895926457312372,0.8953487575054169,0.02179847845711189,0.8430120944976807,0.9388816952705383
18,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6747036973635355,0.685738205909729,0.04963160409583156,0.543323278427124,0.770384669303894
18,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7868870000044504,0.7889331579208374,0.02943636678118051,0.7212556600570679,0.8374665975570679
18,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.2733311413062943,0.28096283972263336,0.0687792927346229,0.1135345846414566,0.4394179880619049
18,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6316416263580322,0.6391183137893677,0.036903034779287185,0.5147968530654907,0.6945143342018127
18,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.40437493638859856,0.4005215913057327,0.03259226335381774,0.33679306507110596,0.4864225387573242
18,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2546573409603702,0.25866930186748505,0.04736699282017911,0.1410629004240036,0.3708310127258301
19,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.698043116264873,0.7065565586090088,0.08659772955739328,0.49434810876846313,0.8481783866882324
19,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6756891045305464,0.6856750845909119,0.07695369260494297,0.47406309843063354,0.8077114820480347
19,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8044321305221982,0.807060182094574,0.03564431960883682,0.7247226238250732,0.8583378791809082
19,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.24250421197050148,0.24621883034706116,0.07395689777978748,0.09342234581708908,0.4895418584346771
19,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6697575383716159,0.6806648969650269,0.05313905703669364,0.5373024344444275,0.7763190269470215
19,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.33964156814747387,0.32601742446422577,0.0672360023665787,0.20827911794185638,0.5209957361221313
19,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.21975579899218348,0.20654286444187164,0.06593491625113243,0.11782553046941757,0.430079847574234
20,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.6349987727072504,0.6476961374282837,0.08872586190141135,0.34363704919815063,0.7846099138259888
20,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7016956640614403,0.7109184861183167,0.07962394253787594,0.5057328939437866,0.8486604690551758
20,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8348349266582065,0.8347094655036926,0.03277892413825219,0.7494209408760071,0.8979816436767578
20,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.2872607451346185,0.2948331832885742,0.07939059720454536,0.1274009346961975,0.5010486245155334
20,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.7086723877323998,0.7160423398017883,0.04958507047675357,0.6028174757957458,0.8230181336402893
20,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.3707794079350101,0.35716012120246887,0.09464211108066253,0.13224397599697113,0.5609109997749329
20,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2886716168787744,0.2887992262840271,0.08475458047916061,0.07776965200901031,0.48384326696395874
21,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.5699040012227164,0.5661298930644989,0.0902993417706102,0.3476569950580597,0.7482236623764038
21,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7174330055713654,0.7306122779846191,0.08096167456566009,0.5099169015884399,0.8527308106422424
21,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8420439826117622,0.8434615135192871,0.031767494810929844,0.7765383720397949,0.9011942148208618
21,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3037854112270806,0.3083679676055908,0.10119971857270085,0.10243286192417145,0.5236413478851318
21,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.7280154310994678,0.7355030477046967,0.051316780533840915,0.5910641551017761,0.8511972427368164
21,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.37785267353885704,0.374859020113945,0.1187570370107988,0.06793436408042908,0.557631254196167
21,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3063659643133481,0.3130204975605011,0.10594993149543158,0.08069010078907013,0.4970911145210266
22,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.536674351327949,0.5241138637065887,0.10724894766093265,0.3135724365711212,0.7399750351905823
22,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7042781147691939,0.7110610604286194,0.08058068633489208,0.5274876952171326,0.8459131717681885
22,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8433821217881309,0.8415573239326477,0.03513963136325291,0.761905312538147,0.9043950438499451
22,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.30862624901864266,0.305037185549736,0.1013657735760966,0.10606545209884644,0.5232709646224976
22,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6959626177946726,0.6939826309680939,0.0555979243990488,0.5393886566162109,0.8243505358695984
22,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.3794291478892167,0.3978140205144882,0.11220325514957721,0.16249269247055054,0.5605696439743042
22,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3009759837554561,0.294851690530777,0.099343832558875,0.11759494245052338,0.47199201583862305
23,middle,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.5044500049617555,0.5058903098106384,0.11508845261572083,0.28988614678382874,0.7042542695999146
23,middle,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7042739142974218,0.7195601165294647,0.07995705486196665,0.5479093194007874,0.8340251445770264
23,middle,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8365834620263841,0.832544595003128,0.04107210798623273,0.7221982479095459,0.9178574085235596
23,middle,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.32998853880498147,0.3439761996269226,0.11620768454987512,0.06328672915697098,0.5337291359901428
23,middle,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6801779253615273,0.6700436770915985,0.056517678194057556,0.5732105374336243,0.8034924268722534
