pair_name,anchor,layer,mean_cosine,median_cosine,n_families
EM_vs_AU,S0,3,0.00000000,0.00000000,80
EM_vs_AU,S0,4,0.00000000,0.00000000,80
EM_vs_AU,S0,5,0.00000000,0.00000000,80
EM_vs_AU,S0,6,0.00000000,0.00000000,80
EM_vs_AU,S0,7,0.00000000,0.00000000,80
EM_vs_AU,S0,8,0.00000000,0.00000000,80
EM_vs_AU,S0,9,0.00000000,0.00000000,80
EM_vs_AU,S0,10,0.00000000,0.00000000,80
EM_vs_AU,S0,11,0.00000000,0.00000000,80
EM_vs_AU,S0,12,0.00000000,0.00000000,80
EM_vs_AU,S0,13,0.00000000,0.00000000,80
EM_vs_AU,S0,14,0.00000000,0.00000000,80
EM_vs_AU,S0,15,0.00000000,0.00000000,80
EM_vs_AU,S0,16,0.00000000,0.00000000,80
EM_vs_AU,S0,17,0.00000000,0.00000000,80
EM_vs_AU,S0,18,0.00000000,0.00000000,80
EM_vs_AU,S0,19,0.00000000,0.00000000,80
EM_vs_AU,S0,20,0.00000000,0.00000000,80
EM_vs_AU,S0,21,0.00000000,0.00000000,80
EM_vs_AU,S0,22,0.00000000,0.00000000,80
EM_vs_AU,S0,23,0.00000000,0.00000000,80
EM_vs_AU,S0,24,0.00000000,0.00000000,80
EM_vs_AU,S0,25,0.00000000,0.00000000,80
EM_vs_AU,S0,26,0.00000000,0.00000000,80
EM_vs_AU,S0,27,0.00000000,0.00000000,80
EM_vs_AU,S0,28,0.00000000,0.00000000,80
EM_vs_AU,S0,29,0.00000000,0.00000000,80
EM_vs_AU,S0,30,0.00000000,0.00000000,80
EM_vs_AU,S0,31,0.00000000,0.00000000,80
EM_vs_AU,S0,32,0.00000000,0.00000000,80
EM_vs_AU,S0,33,0.00000000,0.00000000,80
EM_vs_AU,S0,34,0.00000000,0.00000000,80
EM_vs_AU,S0,35,0.00000000,0.00000000,80
EM_vs_AU,S1,0,0.00000000,0.00000000,80
EM_vs_AU,S1,1,0.00000000,0.00000000,80
EM_vs_AU,S1,2,0.00000000,0.00000000,80
EM_vs_AU,S1,3,0.00000000,0.00000000,80
EM_vs_AU,S1,4,0.00000000,0.00000000,80
EM_vs_AU,S1,5,0.00000000,0.00000000,80
EM_vs_AU,S1,6,0.00000000,0.00000000,80
EM_vs_AU,S1,7,0.00000000,0.00000000,80
EM_vs_AU,S1,8,0.00000000,0.00000000,80
EM_vs_AU,S1,9,0.00000000,0.00000000,80
EM_vs_AU,S1,10,0.00000000,0.00000000,80
EM_vs_AU,S1,11,0.00000000,0.00000000,80
EM_vs_AU,S1,12,0.00000000,0.00000000,80
EM_vs_AU,S1,13,0.00000000,0.00000000,80
EM_vs_AU,S1,14,0.00000000,0.00000000,80
EM_vs_AU,S1,15,0.00000000,0.00000000,80
EM_vs_AU,S1,16,0.00000000,0.00000000,80
EM_vs_AU,S1,17,0.00000000,0.00000000,80
EM_vs_AU,S1,18,0.00000000,0.00000000,80
EM_vs_AU,S1,19,0.00000000,0.00000000,80
EM_vs_AU,S1,20,0.00000000,0.00000000,80
EM_vs_AU,S1,21,0.00000000,0.00000000,80
EM_vs_AU,S1,22,0.00000000,0.00000000,80
EM_vs_AU,S1,23,0.00000000,0.00000000,80
EM_vs_AU,S1,24,0.00000000,0.00000000,80
EM_vs_AU,S1,25,0.00000000,0.00000000,80
EM_vs_AU,S1,26,0.00000000,0.00000000,80
EM_vs_AU,S1,27,0.00000000,0.00000000,80
EM_vs_AU,S1,28,0.00000000,0.00000000,80
EM_vs_AU,S1,29,0.00000000,0.00000000,80
EM_vs_AU,S1,30,0.00000000,0.00000000,80
EM_vs_AU,S1,31,0.00000000,0.00000000,80
EM_vs_AU,S1,32,0.00000000,0.00000000,80
EM_vs_AU,S1,33,0.00000000,0.00000000,80
EM_vs_AU,S1,34,0.00000000,0.00000000,80
EM_vs_AU,S1,35,0.00000000,0.00000000,80
EM_vs_AU,S2,0,0.00000000,0.00000000,80
EM_vs_AU,S2,1,0.00000000,0.00000000,80
EM_vs_AU,S2,2,0.00000000,0.00000000,80
EM_vs_AU,S2,3,0.00000000,0.00000000,80
EM_vs_AU,S2,4,0.00000000,0.00000000,80
EM_vs_AU,S2,5,0.00000000,0.00000000,80
EM_vs_AU,S2,6,0.00000000,0.00000000,80
EM_vs_AU,S2,7,0.00000000,0.00000000,80
EM_vs_AU,S2,8,0.00000000,0.00000000,80
EM_vs_AU,S2,9,0.00000000,0.00000000,80
EM_vs_AU,S2,10,0.00000000,0.00000000,80
EM_vs_AU,S2,11,0.00000000,0.00000000,80
EM_vs_AU,S2,12,0.00000000,0.00000000,80
EM_vs_AU,S2,13,0.00000000,0.00000000,80
EM_vs_AU,S2,14,0.00000000,0.00000000,80
EM_vs_AU,S2,15,0.00000000,0.00000000,80
EM_vs_AU,S2,16,0.00000000,0.00000000,80
EM_vs_AU,S2,17,0.00000000,0.00000000,80
EM_vs_AU,S2,18,0.00000000,0.00000000,80
EM_vs_AU,S2,19,0.00000000,0.00000000,80
EM_vs_AU,S2,20,0.00000000,0.00000000,80
EM_vs_AU,S2,21,0.00000000,0.00000000,80
EM_vs_AU,S2,22,0.00000000,0.00000000,80
EM_vs_AU,S2,23,0.00000000,0.00000000,80
EM_vs_AU,S2,24,0.00000000,0.00000000,80
EM_vs_AU,S2,25,0.00000000,0.00000000,80
EM_vs_AU,S2,26,0.00000000,0.00000000,80
EM_vs_AU,S2,27,0.00000000,0.00000000,80
EM_vs_AU,S2,28,0.00000000,0.00000000,80
EM_vs_AU,S2,29,0.00000000,0.00000000,80
EM_vs_AU,S2,30,0.00000000,0.00000000,80
EM_vs_AU,S2,31,0.00000000,0.00000000,80
EM_vs_AU,S2,32,0.00000000,0.00000000,80
EM_vs_AU,S2,33,0.00000000,0.00000000,80
EM_vs_AU,S2,34,0.00000000,0.00000000,80
EM_vs_AU,S2,35,0.00000000,0.00000000,80
EM_vs_AU,S3,0,0.33561849,0.33327513,80
EM_vs_AU,S3,1,0.50356440,0.50278997,80
EM_vs_AU,S3,2,0.64832302,0.64426089,80
EM_vs_AU,S3,3,0.69226957,0.69319014,80
EM_vs_AU,S3,4,0.69425046,0.69308064,80
EM_vs_AU,S3,5,0.72747728,0.72883560,80
EM_vs_AU,S3,6,0.68020145,0.67765134,80
EM_vs_AU,S3,7,0.69101320,0.69164851,80
EM_vs_AU,S3,8,0.69015073,0.69275007,80
EM_vs_AU,S3,9,0.68168067,0.68362449,80
EM_vs_AU,S3,10,0.68229835,0.68270984,80
EM_vs_AU,S3,11,0.70440351,0.70578046,80
EM_vs_AU,S3,12,0.66100063,0.66241752,80
EM_vs_AU,S3,13,0.68577180,0.68762921,80
EM_vs_AU,S3,14,0.70683661,0.70816219,80
EM_vs_AU,S3,15,0.73882194,0.74205975,80
EM_vs_AU,S3,16,0.74798664,0.74944450,80
EM_vs_AU,S3,17,0.79686305,0.79583852,80
EM_vs_AU,S3,18,0.76030288,0.75986771,80
EM_vs_AU,S3,19,0.76403307,0.76295406,80
EM_vs_AU,S3,20,0.78503134,0.78710287,80
EM_vs_AU,S3,21,0.79621805,0.79961618,80
EM_vs_AU,S3,22,0.80499475,0.80735140,80
EM_vs_AU,S3,23,0.80864310,0.81055711,80
EM_vs_AU,S3,24,0.80955219,0.81372445,80
EM_vs_AU,S3,25,0.79653660,0.80511116,80
EM_vs_AU,S3,26,0.78086515,0.78793536,80
EM_vs_AU,S3,27,0.75699301,0.76006061,80
EM_vs_AU,S3,28,0.72762832,0.73092793,80
EM_vs_AU,S3,29,0.70559257,0.70997106,80
EM_vs_AU,S3,30,0.69725799,0.70141166,80
EM_vs_AU,S3,31,0.68380589,0.68774388,80
EM_vs_AU,S3,32,0.69061582,0.69353739,80
EM_vs_AU,S3,33,0.70049505,0.70366679,80
EM_vs_AU,S3,34,0.71443278,0.72020191,80
EM_vs_AU,S3,35,0.71550074,0.71434324,80
EM_vs_AU,S4,0,0.96276217,0.96288702,80
EM_vs_AU,S4,1,0.94005512,0.94047901,80
EM_vs_AU,S4,2,0.92127588,0.92206520,80
EM_vs_AU,S4,3,0.89472608,0.89425874,80
EM_vs_AU,S4,4,0.86304788,0.86402190,80
EM_vs_AU,S4,5,0.86698457,0.86789503,80
EM_vs_AU,S4,6,0.85135740,0.85212430,80
EM_vs_AU,S4,7,0.84255773,0.84179943,80
EM_vs_AU,S4,8,0.83797783,0.83796377,80
EM_vs_AU,S4,9,0.80454993,0.80579274,80
EM_vs_AU,S4,10,0.76926612,0.76913213,80
EM_vs_AU,S4,11,0.76197754,0.76117900,80
EM_vs_AU,S4,12,0.75786240,0.75895958,80
EM_vs_AU,S4,13,0.77008883,0.76811032,80
EM_vs_AU,S4,14,0.78066291,0.77917374,80
EM_vs_AU,S4,15,0.80379547,0.80601623,80
EM_vs_AU,S4,16,0.81333982,0.81824592,80
EM_vs_AU,S4,17,0.80775528,0.81500185,80
EM_vs_AU,S4,18,0.83464511,0.83587747,80
EM_vs_AU,S4,19,0.80698468,0.80684976,80
EM_vs_AU,S4,20,0.83209354,0.83581001,80
EM_vs_AU,S4,21,0.85322901,0.85946427,80
EM_vs_AU,S4,22,0.83646537,0.84147928,80
EM_vs_AU,S4,23,0.84415820,0.84802525,80
EM_vs_AU,S4,24,0.85776924,0.86268562,80
EM_vs_AU,S4,25,0.85518518,0.85778525,80
EM_vs_AU,S4,26,0.85641437,0.85724081,80
EM_vs_AU,S4,27,0.85506226,0.85770436,80
EM_vs_AU,S4,28,0.85441903,0.85725573,80
EM_vs_AU,S4,29,0.85277516,0.85441664,80
EM_vs_AU,S4,30,0.84987457,0.84869636,80
EM_vs_AU,S4,31,0.84661638,0.84712813,80
EM_vs_AU,S4,32,0.84438320,0.84581271,80
EM_vs_AU,S4,33,0.84040443,0.84164926,80
EM_vs_AU,S4,34,0.83095555,0.83271425,80
EM_vs_AU,S4,35,0.78931187,0.79920298,80
EM_vs_distr,S0,0,0.00000000,0.00000000,80
EM_vs_distr,S0,1,0.00000000,0.00000000,80
EM_vs_distr,S0,2,0.00000000,0.00000000,80
EM_vs_distr,S0,3,0.00000000,0.00000000,80
EM_vs_distr,S0,4,0.00000000,0.00000000,80
EM_vs_distr,S0,5,0.00000000,0.00000000,80
EM_vs_distr,S0,6,0.00000000,0.00000000,80
EM_vs_distr,S0,7,0.00000000,0.00000000,80
EM_vs_distr,S0,8,0.00000000,0.00000000,80
EM_vs_distr,S0,9,0.00000000,0.00000000,80
EM_vs_distr,S0,10,0.00000000,0.00000000,80
EM_vs_distr,S0,11,0.00000000,0.00000000,80
EM_vs_distr,S0,12,0.00000000,0.00000000,80
EM_vs_distr,S0,13,0.00000000,0.00000000,80
EM_vs_distr,S0,14,0.00000000,0.00000000,80
EM_vs_distr,S0,15,0.00000000,0.00000000,80
EM_vs_distr,S0,16,0.00000000,0.00000000,80
EM_vs_distr,S0,17,0.00000000,0.00000000,80
EM_vs_distr,S0,18,0.00000000,0.00000000,80
EM_vs_distr,S0,19,0.00000000,0.00000000,80
EM_vs_distr,S0,20,0.00000000,0.00000000,80
EM_vs_distr,S0,21,0.00000000,0.00000000,80
EM_vs_distr,S0,22,0.00000000,0.00000000,80
EM_vs_distr,S0,23,0.00000000,0.00000000,80
EM_vs_distr,S0,24,0.00000000,0.00000000,80
EM_vs_distr,S0,25,0.00000000,0.00000000,80
EM_vs_distr,S0,26,0.00000000,0.00000000,80
EM_vs_distr,S0,27,0.00000000,0.00000000,80
EM_vs_distr,S0,28,0.00000000,0.00000000,80
EM_vs_distr,S0,29,0.00000000,0.00000000,80
EM_vs_distr,S0,30,0.00000000,0.00000000,80
EM_vs_distr,S0,31,0.00000000,0.00000000,80
EM_vs_distr,S0,32,0.00000000,0.00000000,80
EM_vs_distr,S0,33,0.00000000,0.00000000,80
EM_vs_distr,S0,34,0.00000000,0.00000000,80
EM_vs_distr,S0,35,0.00000000,0.00000000,80
EM_vs_distr,S1,0,0.00000000,0.00000000,80
EM_vs_distr,S1,1,0.00000000,0.00000000,80
EM_vs_distr,S1,2,0.00000000,0.00000000,80
EM_vs_distr,S1,3,0.00000000,0.00000000,80
EM_vs_distr,S1,4,0.00000000,0.00000000,80
EM_vs_distr,S1,5,0.00000000,0.00000000,80
EM_vs_distr,S1,6,0.00000000,0.00000000,80
EM_vs_distr,S1,7,0.00000000,0.00000000,80
EM_vs_distr,S1,8,0.00000000,0.00000000,80
EM_vs_distr,S1,9,0.00000000,0.00000000,80
EM_vs_distr,S1,10,0.00000000,0.00000000,80
EM_vs_distr,S1,11,0.00000000,0.00000000,80
EM_vs_distr,S1,12,0.00000000,0.00000000,80
EM_vs_distr,S1,13,0.00000000,0.00000000,80
EM_vs_distr,S1,14,0.00000000,0.00000000,80
EM_vs_distr,S1,15,0.00000000,0.00000000,80
EM_vs_distr,S1,16,0.00000000,0.00000000,80
EM_vs_distr,S1,17,0.00000000,0.00000000,80
EM_vs_distr,S1,18,0.00000000,0.00000000,80
EM_vs_distr,S1,19,0.00000000,0.00000000,80
EM_vs_distr,S1,20,0.00000000,0.00000000,80
EM_vs_distr,S1,21,0.00000000,0.00000000,80
EM_vs_distr,S1,22,0.00000000,0.00000000,80
EM_vs_distr,S1,23,0.00000000,0.00000000,80
EM_vs_distr,S1,24,0.00000000,0.00000000,80
EM_vs_distr,S1,25,0.00000000,0.00000000,80
EM_vs_distr,S1,26,0.00000000,0.00000000,80
EM_vs_distr,S1,27,0.00000000,0.00000000,80
EM_vs_distr,S1,28,0.00000000,0.00000000,80
EM_vs_distr,S1,29,0.00000000,0.00000000,80
EM_vs_distr,S1,30,0.00000000,0.00000000,80
EM_vs_distr,S1,31,0.00000000,0.00000000,80
EM_vs_distr,S1,32,0.00000000,0.00000000,80
EM_vs_distr,S1,33,0.00000000,0.00000000,80
EM_vs_distr,S1,34,0.00000000,0.00000000,80
EM_vs_distr,S1,35,0.00000000,0.00000000,80
EM_vs_distr,S2,0,0.00000000,0.00000000,80
EM_vs_distr,S2,1,0.00000000,0.00000000,80
EM_vs_distr,S2,2,0.00000000,0.00000000,80
EM_vs_distr,S2,3,0.00000000,0.00000000,80
EM_vs_distr,S2,4,0.00000000,0.00000000,80
EM_vs_distr,S2,5,0.00000000,0.00000000,80
EM_vs_distr,S2,6,0.00000000,0.00000000,80
EM_vs_distr,S2,7,0.00000000,0.00000000,80
EM_vs_distr,S2,8,0.00000000,0.00000000,80
EM_vs_distr,S2,9,0.00000000,0.00000000,80
EM_vs_distr,S2,10,0.00000000,0.00000000,80
EM_vs_distr,S2,11,0.00000000,0.00000000,80
EM_vs_distr,S2,12,0.00000000,0.00000000,80
EM_vs_distr,S2,13,0.00000000,0.00000000,80
EM_vs_distr,S2,14,0.00000000,0.00000000,80
EM_vs_distr,S2,15,0.00000000,0.00000000,80
EM_vs_distr,S2,16,0.00000000,0.00000000,80
EM_vs_distr,S2,17,0.00000000,0.00000000,80
EM_vs_distr,S2,18,0.00000000,0.00000000,80
EM_vs_distr,S2,19,0.00000000,0.00000000,80
EM_vs_distr,S2,20,0.00000000,0.00000000,80
EM_vs_distr,S2,21,0.00000000,0.00000000,80
EM_vs_distr,S2,22,0.00000000,0.00000000,80
EM_vs_distr,S2,23,0.00000000,0.00000000,80
EM_vs_distr,S2,24,0.00000000,0.00000000,80
EM_vs_distr,S2,25,0.00000000,0.00000000,80
EM_vs_distr,S2,26,0.00000000,0.00000000,80
EM_vs_distr,S2,27,0.00000000,0.00000000,80
EM_vs_distr,S2,28,0.00000000,0.00000000,80
EM_vs_distr,S2,29,0.00000000,0.00000000,80
EM_vs_distr,S2,30,0.00000000,0.00000000,80
EM_vs_distr,S2,31,0.00000000,0.00000000,80
EM_vs_distr,S2,32,0.00000000,0.00000000,80
EM_vs_distr,S2,33,0.00000000,0.00000000,80
EM_vs_distr,S2,34,0.00000000,0.00000000,80
EM_vs_distr,S2,35,0.00000000,0.00000000,80
EM_vs_distr,S3,0,0.70005232,0.69887092,80
EM_vs_distr,S3,1,0.53780190,0.53965262,80
EM_vs_distr,S3,2,0.55310165,0.55413739,80
EM_vs_distr,S3,3,0.54074805,0.54434192,80
EM_vs_distr,S3,4,0.47676422,0.47791781,80
EM_vs_distr,S3,5,0.50966667,0.51491840,80
EM_vs_distr,S3,6,0.45138826,0.44976227,80
EM_vs_distr,S3,7,0.48483795,0.48287415,80
EM_vs_distr,S3,8,0.39850510,0.39245681,80
EM_vs_distr,S3,9,0.38739515,0.39364685,80
EM_vs_distr,S3,10,0.41186413,0.41755153,80
EM_vs_distr,S3,11,0.36068176,0.35971456,80
EM_vs_distr,S3,12,0.35386137,0.35217971,80
EM_vs_distr,S3,13,0.34999869,0.35071175,80
EM_vs_distr,S3,14,0.35264545,0.35376110,80
EM_vs_distr,S3,15,0.36379343,0.36146647,80
EM_vs_distr,S3,16,0.37502659,0.37820477,80
EM_vs_distr,S3,17,0.36723732,0.36326579,80
EM_vs_distr,S3,18,0.34613294,0.34011750,80
EM_vs_distr,S3,19,0.34519794,0.34401616,80
EM_vs_distr,S3,20,0.38838069,0.38961881,80
EM_vs_distr,S3,21,0.45004630,0.45728607,80
EM_vs_distr,S3,22,0.44785392,0.44890214,80
EM_vs_distr,S3,23,0.43970108,0.43847043,80
EM_vs_distr,S3,24,0.41763884,0.41261111,80
EM_vs_distr,S3,25,0.36989489,0.36895848,80
EM_vs_distr,S3,26,0.33756856,0.33575148,80
EM_vs_distr,S3,27,0.31082314,0.30800001,80
EM_vs_distr,S3,28,0.27164617,0.27651208,80
