group_label,condition,anchor,layer,pearson,spearman,n_used,mean_degradation,mean_deltanorm
per_condition,evidence_true_belief_pressure,S0,26,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,26,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,26,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,26,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,26,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,26,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,27,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,27,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,27,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,27,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,27,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,27,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,27,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,27,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,27,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,27,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,28,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,28,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,28,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,28,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,28,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,28,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,28,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,28,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,28,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,28,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,29,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,29,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,29,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,29,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,29,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,29,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,29,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,29,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,29,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,29,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,30,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,30,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,30,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,30,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,30,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,30,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,30,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,30,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,30,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,30,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,31,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,31,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,31,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,31,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,31,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,31,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,31,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,31,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,31,,,160,-3.049893,0.000000
